original_code	code	name	island_code	region_area_id	town	original_name
TB104625001	TB084625001	Podem Algirós			m_46_250_8	Valencia - Valencia - Podem Algirós
TB104625011	TB084625012	Podem Benicalap-Campanar			m_46_250_8	Valencia - Valencia - Podem Benicalap-Campanar
TB104625005	TB084625005	Podem Benimaclet			m_46_250_8	Valencia - Valencia - Podem Benimaclet
TB104625006	TB084625006	Podem Extramurs			m_46_250_8	Valencia - Valencia - Podem Extramurs
TB104625002	TB084625002	Podem La Malva-Rosa			m_46_250_8	Valencia - Valencia - Podem La Malva-Rosa
TB104625014	TB084625010	Podem Orriols-Torrefiel			m_46_250_8	Valencia - Valencia - Podem Orriols-Torrefiel
TB104625004	TB084625004	Podem Russafa			m_46_250_8	Valencia - Valencia - Podem Russafa
TB104625009	TB084625009	Podemos Benimamet			m_46_250_8	Valencia - Valencia - Podemos Benimamet
TB10462509	TM084625001	Podemos Benimamet			m_46_250_8	Valencia - Valencia - Podemos Benimamet
TB104625013	TB084625014	Podemos Ciutat Vella			m_46_250_8	Valencia - Valencia - Podemos Ciutat Vella
TB104625008	TB084625008	Podemos Olivereta			m_46_250_8	Valencia - Valencia - Podemos Olivereta
TB104625007	TB084625007	Podemos Patraix			m_46_250_8	Valencia - Valencia - Podemos Patraix
TB104625010	TB084625011	Podemos Zaidia			m_46_250_8	Valencia - Valencia - Podemos Zaidia
TM1046256	TM084625601	Podemos Villamarxant			m_46_256_7	Valencia - Vilamarxant - Podemos Villamarxant
TM1046258	TM084625801	Círculo Villar del Arzobispo			m_46_258_9	Valencia - Villar del Arzobispo - Círculo Villar del Arzobispo
TM1046145	TM084614501	Círculo Podemos Xàtiva			m_46_145_8	Valencia - Xàtiva - Círculo Podemos Xàtiva
TM1046110	TM084611001	Círculo Podem Xirivella			m_46_110_8	Valencia - Xirivella - Círculo Podem Xirivella
TM1046165	TM084616501	Podemos Massanasa			m_46_165_3	Valenciana - Massanassa - Podemos Massanasa
TM074701045	TM064701001	Círculo Podemos Arroyo de la Encomienda			m_47_010_5	Valladolid - Arroyo de la Encomienda - Círculo Podemos Arroyo de la Encomienda
TM074707606	TM064707601	Círculo Podemos Laguna de Duero			m_47_076_1	Valladolid - Laguna de Duero - Círculo Podemos Laguna de Duero
TM074708546	TM064708501	Círculo Podemos Medina del Campo			m_47_085_6	Valladolid - Medina del Campo - Círculo Podemos Medina del Campo
TM074718615	TM064718601	Círculo Podemos Valladolid			m_47_186_8	Valladolid - Valladolid - Círculo Podemos Valladolid
TM074914316	TM064914301	Círculo Podemos Sanabria			m_49_143_5	Zamora - Palacios de Sanabria - Círculo Podemos Sanabria
TC074921941	TC064900001	Círculo Podemos Comarca de Toro		50		Zamora - Toro - Círculo Podemos Comarca de Toro
TM074927514	TM064927501	Círculo Podemos Zamora Centro			m_49_275_5	Zamora - Zamora - Círculo Podemos Zamora Centro
TM025000801	TM025000801	Alagón			m_50_008_0	Zaragoza - Alagón - Alagón
TC025007401	TC025000003	Caspe y comarca		7		Zaragoza - Bajo Aragón-Caspe - Caspe y comarca
TC025008901	TC025000004	Bajo Huerva		9		Zaragoza - Bajo Huerva - Bajo Huerva
TC025006701	TC025000002	Calatayud		14		Zaragoza - Calatayud - Calatayud
TC025009501	TC025000005	Cinco Villas		18		Zaragoza - Cinco Villas - Cinco Villas
TM025020401	TM025020401	Pedrola			m_50_204_0	Zaragoza - Pedrola - Pedrola
TM025021901	TM025021901	La Puebla de Alfindén			m_50_219_9	Zaragoza - Puebla de Alfindén, La - La Puebla de Alfindén
TC025025101	TC025000006	Tarazona y Moncayo		49		Zaragoza - Tarazona y Moncayo - Tarazona y Moncayo
TM025027201	TM025027201	Utebo			m_50_272_4	Zaragoza - Utebo - Utebo
TC025002501	TC025000001	Valdejalón		51		Zaragoza - Valdejalón - Valdejalón
TB025029701	TB025029701	Barrios del Sur de Zaragoza			m_50_297_3	Zaragoza - Zaragoza - Barrios del Sur de Zaragoza
TB025029702	TB025029702	Casco Histórico de Zaragoza			m_50_297_3	Zaragoza - Zaragoza - Casco Histórico de Zaragoza
TB025029703	TB025029703	Casetas			m_50_297_3	Zaragoza - Zaragoza - Casetas
TB025029704	TB025029704	Distrito Universidad de Zaragoza			m_50_297_3	Zaragoza - Zaragoza - Distrito Universidad de Zaragoza
TB025029705	TB025029705	Margen Izquierda de Zaragoza			m_50_297_3	Zaragoza - Zaragoza - Margen Izquierda de Zaragoza
TB025029706	TB025029706	Miralbueno			m_50_297_3	Zaragoza - Zaragoza - Miralbueno
TB025029707	TB025029707	Torrero-La Paz			m_50_297_3	Zaragoza - Zaragoza - Torrero-La Paz
TM025029701	TM025029701	Zaragoza			m_50_297_3	Zaragoza - Zaragoza - Zaragoza
TB025029708	TB025029708	Zaragoza Oeste			m_50_297_3	Zaragoza - Zaragoza - Zaragoza Oeste
